,dimension_1,dimension_2,dimension_3
item_3462,2.27561,-0.261803,5.06098
item_3463,-1.22732,1.53795,4.74538
item_3464,3.19245,2.02764,-4.46864
item_3465,-6.60407,-3.48801,2.37302
item_3466,1.16161,1.0395,-4.42066
item_3467,-0.827112,0.941423,4.91783
item_3468,0.173066,-0.859047,2.25176
item_3469,-4.53596,-4.73527,1.14383
item_3470,2.99869,1.99494,-4.03896
item_3471,3.29218,3.30971,3.03981
item_3472,-0.389163,1.86332,4.93385
item_3473,-1.0429,0.789037,4.86452
item_3474,-3.17064,-5.97259,1.01072
item_3475,-0.940502,2.9385,2.19653
item_3476,0.294193,1.32704,-5.04201
item_3477,-0.910883,2.01358,3.2047
item_3478,0.166349,0.879721,-5.20267
item_3479,-5.85638,-3.70408,1.46485
item_3480,2.6642,-0.244935,5.11252
item_3481,-1.30735,1.05763,3.39693
item_3482,1.38998,1.71328,-4.76889
item_3483,-0.872885,2.12377,2.58453
item_3484,1.06276,0.751124,-4.32818
item_3485,1.1618,-0.956354,-4.38616
item_3486,-4.08385,1.56781,-1.05939
item_3487,2.6925,3.28257,2.34638
item_3488,-3.88086,-5.20629,0.76997
item_3489,-5.38014,-4.3177,2.12758
item_3490,-1.6648,1.9993,2.99848
item_3491,4.06374,-0.0861506,4.9556
item_3492,-0.483784,1.93279,4.50619
item_3493,4.73112,-1.54838,4.83401
item_3494,-0.889739,3.17604,2.75625
item_3495,0.961413,0.443678,-4.30775
item_3496,-0.993152,2.93904,2.50854
item_3497,0.401524,-1.01493,-5.50162
item_3498,-0.974239,3.21297,2.51055
item_3499,2.37702,-0.755517,-3.72526
item_3500,-1.03936,3.09778,2.68901
item_3501,-0.323641,0.0152474,2.90735
item_3502,-1.20793,2.68576,2.41177
item_3503,-1.21883,1.57561,2.55405
item_3504,0.321597,1.4216,-5.25044
item_3505,0.47773,-0.492828,-4.22015
item_3506,3.36219,2.04871,-4.62061
item_3507,1.56513,-2.2303,-4.93344
item_3508,2.83899,2.19935,-4.8039
item_3509,2.16929,-1.35221,-4.4373
item_3510,-2.35444,-5.97749,0.651763
item_3511,-3.27293,-5.21597,1.02001
item_3512,1.37232,2.07219,-4.62527
item_3513,-1.2418,0.737895,4.57777
item_3514,-1.0107,3.55655,2.53244
item_3515,4.51991,-1.45798,5.08393
item_3516,3.27978,2.17319,-4.56607
item_3517,3.28169,-1.38148,5.68449
item_3518,-0.955441,3.62439,2.45367
item_3519,2.95955,-0.0270499,-3.70178
item_3520,1.20669,0.407027,-4.03551
item_3521,-4.24808,1.23862,-1.09025
item_3522,-0.20911,2.11226,4.67796
item_3523,2.342,-0.0391988,-3.51343
item_3524,-1.04112,1.65523,5.06556
item_3525,4.27896,-0.941578,5.28324
item_3526,0.51395,-0.833974,1.89164
item_3527,-1.28781,1.21619,2.80995
item_3528,0.590189,-0.980895,2.02839
item_3529,2.25824,0.00155717,-4.38956
item_3530,4.68852,-1.05192,5.29362
item_3531,-4.75311,0.767389,-1.72849
item_3532,3.19098,0.348916,-4.80352
item_3533,-6.54297,-3.40023,1.6039
item_3534,1.63224,1.44624,-5.04278
item_3535,4.51089,-0.632256,5.12726
item_3536,0.632627,-1.07425,1.69563
item_3537,2.72819,2.69054,2.88426
item_3538,-4.13254,2.33798,-0.672113
item_3539,2.65096,0.0514058,-3.29768
item_3540,0.385959,-1.04923,2.37464
item_3541,-6.54174,-3.35716,2.10955
item_3542,4.71858,-1.29016,4.91222
item_3543,-0.604902,0.923079,4.99073
item_3544,-4.17017,1.14972,-1.16876
item_3545,1.39926,-2.43298,-4.94926
item_3546,-2.29944,-6.03983,0.664869
item_3547,-6.09501,-3.51209,1.47035
item_3548,1.09769,2.02761,-5.17069
item_3549,0.520311,-0.139963,-5.26422
item_3550,-2.9785,-5.77469,0.814327
item_3551,-0.306364,1.34265,5.01345
item_3552,-3.87452,-5.14184,0.668393
item_3553,-1.47179,0.381196,4.75745
item_3554,2.79885,3.03074,2.28197
item_3555,-1.295,0.816245,3.43585
item_3556,-0.926821,3.68659,2.4195
item_3557,3.10477,-0.0941485,-3.68412
item_3558,2.99772,3.28886,3.19973
item_3559,-0.26852,0.0762299,4.35382
item_3560,-4.92135,2.05742,-1.23517
item_3561,-7.3468,-3.34195,2.12372
item_3562,-2.82108,-5.88912,0.794663
item_3563,3.93025,-1.86729,5.41885
item_3564,0.980908,-1.61186,1.58613
item_3565,2.98759,3.59748,1.32464
item_3566,4.4829,-1.20422,5.25005
item_3567,1.16203,-2.39472,-4.88305
item_3568,-4.39296,-4.33022,1.59722
item_3569,3.10528,-0.61265,5.40504
item_3570,3.41577,3.31904,2.77333
item_3571,-0.892802,2.75038,2.23329
item_3572,-0.95233,0.752084,4.77979
item_3573,-5.70241,0.406776,-2.81785
item_3574,0.174209,-1.26475,-5.23496
item_3575,2.41919,3.00728,1.79052
item_3576,0.515798,-1.13482,2.42065
item_3577,-0.850757,0.763312,4.68784
item_3578,-5.63427,0.57081,-2.65013
item_3579,2.46206,3.19349,2.26224
item_3580,3.04526,-0.392581,-4.90836
item_3581,1.26158,-2.22396,-5.07841
item_3582,-0.810543,2.02464,3.34212
item_3583,2.38288,3.66931,1.67934
item_3584,1.50328,-1.45627,-4.39246
item_3585,-0.941395,0.379368,3.74138
item_3586,4.60627,-1.17111,5.5093
item_3587,-3.86701,1.89662,-0.609811
item_3588,-6.50369,-3.55215,2.19929
item_3589,0.626342,-1.83402,-4.45895
item_3590,3.21603,2.94039,3.17919
item_3591,4.77971,-1.60214,5.56341
item_3592,-0.930897,0.683256,4.9329
item_3593,-4.13065,-5.34824,1.51678
item_3594,-6.27547,-3.48621,2.08195
item_3595,1.51679,-2.43367,-5.03994
item_3596,0.31387,-0.758377,2.22273
item_3597,-1.31848,0.472386,4.78807
item_3598,-5.64646,0.577943,-2.57706
item_3599,1.89982,2.15071,-4.54788
item_3600,3.06451,-0.340261,-4.88497
item_3601,-1.29347,1.24807,3.06246
item_3602,-0.934281,1.38679,3.48731
item_3603,-4.69814,-4.57568,1.05794
item_3604,4.64513,-1.04585,4.88049
item_3605,-6.82803,-3.46836,1.63353
item_3606,-4.01222,-4.57308,1.2805
item_3607,-1.30685,1.57008,5.03167
item_3608,3.18263,2.99574,3.28229
item_3609,0.291975,-1.15854,-4.50905
item_3610,-1.0535,0.737451,4.91791
item_3611,3.20178,-1.01157,5.63184
item_3612,0.383409,-1.08074,-5.50086
item_3613,3.92539,-1.21477,5.31829
item_3614,0.592208,-1.33512,2.0661
item_3615,-1.38546,1.33763,4.85593
item_3616,-5.65448,0.503432,-2.76695
item_3617,-1.14856,1.2197,3.11331
item_3618,3.03379,0.335429,-4.73148
item_3619,2.4362,-1.15891,-4.53007
item_3620,-0.686951,2.15121,3.18248
item_3621,2.74061,-0.931276,-4.77476
item_3622,1.63327,1.84821,-4.22455
item_3623,4.71754,-1.516,4.88253
item_3624,-5.52248,1.13738,-2.26627
item_3625,0.515722,-0.0397249,-5.37322
item_3626,0.523478,-1.26454,-5.38897
item_3627,1.49676,2.7812,1.4428
item_3628,3.12858,3.00743,3.2916
item_3629,-5.67952,-3.65953,1.44164
item_3630,-5.49465,0.785739,-2.43579
item_3631,-0.49746,3.04888,1.88535
item_3632,0.202354,-1.09706,-4.87946
item_3633,4.54673,-2.00407,5.52154
item_3634,3.09287,-0.336236,-4.96436
item_3635,-4.82863,-4.51825,1.8416
item_3636,0.116952,-0.451695,2.68379
item_3637,1.55746,-1.69513,-4.48896
item_3638,0.413351,-0.637533,2.63882
item_3639,-0.593006,0.143379,3.6933
item_3640,0.431118,0.158172,-4.98718
item_3641,3.21361,2.26718,-4.60902
item_3642,3.10981,-0.207883,-4.83954
item_3643,2.95908,3.15171,2.13159
item_3644,-1.08432,1.84338,3.27092
item_3645,-5.22991,-3.84936,1.29459
item_3646,1.09933,-1.70476,-4.91153
item_3647,-5.44126,1.10004,-1.77834
item_3648,3.18427,3.0914,3.27544
item_3649,-0.324849,-0.0905666,2.8161
item_3650,1.39757,0.180008,-4.04683
item_3651,-4.83107,0.745099,-1.93281
item_3652,-0.513494,1.27038,4.86338
item_3653,0.952419,-1.67669,-5.16005
item_3654,0.645441,-1.4562,-5.00437
item_3655,-4.68802,1.42958,-0.91148
item_3656,-0.639792,1.91834,4.71949
item_3657,-1.62398,1.08523,4.67271
item_3658,-0.890687,1.62622,2.89608
item_3659,-0.718447,2.44704,3.00398
item_3660,3.25354,3.24879,3.17822
item_3661,3.47257,3.22608,2.92102
item_3662,4.58102,-1.24273,5.44799
item_3663,-6.55159,-3.61387,1.84869
item_3664,1.37871,-0.335004,-4.24889
item_3665,-1.16634,1.99047,2.42877
item_3666,-0.888858,1.99282,3.24832
item_3667,0.112068,0.0247686,-4.6995
item_3668,3.0504,-0.980961,5.53551
item_3669,0.684493,1.41187,-5.43863
item_3670,0.760875,-1.19521,2.45269
item_3671,-1.46835,0.716386,4.70894
item_3672,-5.47325,1.08888,-2.05233
item_3673,1.38988,2.99286,2.22101
item_3674,3.59882,-0.411753,5.46306
item_3675,-1.47359,1.5399,4.98208
item_3676,-4.88507,-4.57715,1.84895
item_3677,3.0518,3.6212,1.35793
item_3678,4.5924,-1.87588,5.52467
item_3679,1.21588,-0.313543,-4.22965
item_3680,3.08609,3.01348,3.19946
item_3681,1.69524,3.28339,1.81245
item_3682,0.439276,-0.796262,1.94768
item_3683,2.07443,-1.95221,-4.95365
item_3684,-0.438211,1.06937,4.73996
item_3685,-1.41725,0.254689,4.89221
item_3686,-0.0390286,-0.389503,2.89169
item_3687,0.430536,-2.13888,-4.75514
item_3688,-0.309181,1.23443,4.98621
item_3689,-0.411719,2.63596,1.86279
item_3690,-1.02406,1.00571,3.45102
item_3691,-0.904665,1.71102,2.38362
item_3692,3.78529,-0.750801,5.51872
item_3693,-6.8591,-2.87882,2.13584
item_3694,4.8517,-1.63701,5.38666
item_3695,0.837634,-2.63515,-5.29777
item_3696,0.0173854,-0.372494,2.94088
item_3697,2.81641,0.330936,-3.51347
item_3698,0.526667,0.216588,-4.86185
item_3699,4.30506,-1.95871,5.50574
item_3700,-0.748213,1.00826,4.80637
item_3701,-5.1843,1.00745,-2.18573
item_3702,0.150631,-1.30102,-5.23014
item_3703,3.22428,-1.01771,5.62181
item_3704,-4.5708,-4.39511,1.14504
item_3705,1.37549,-2.53529,-5.06686
item_3706,0.0564017,-0.40402,2.64078
item_3707,-5.04894,0.7672,-2.19913
item_3708,-0.372457,2.06093,4.7247
item_3709,0.356068,-1.58609,-4.87329
item_3710,4.13207,-0.575682,5.09152
item_3711,1.51043,2.9918,1.76298
item_3712,-1.1034,1.04128,3.50762
item_3713,2.19087,3.00326,1.8962
item_3714,-0.15712,2.06787,4.69583
item_3715,-6.30459,-3.43804,1.90693
item_3716,4.44928,-0.825743,5.41396
item_3717,0.451239,-1.29559,-4.20213
item_3718,-5.47825,1.22066,-2.31962
item_3719,3.12429,-0.159963,-3.84134
item_3720,4.40169,-0.684519,4.86513
item_3721,2.79512,-0.801312,5.28462
item_3722,3.12247,0.0845635,-4.9113
item_3723,2.03881,3.25583,1.97906
item_3724,-3.24539,-5.77577,1.15276
item_3725,0.394583,-1.44669,-5.14513
item_3726,-3.83203,-5.45643,1.32878
item_3727,-4.62958,0.993135,-1.56575
item_3728,-0.443221,2.33319,3.135
item_3729,2.98836,1.24009,-3.7424
item_3730,-2.93589,-5.73613,0.785356
item_3731,-1.4368,0.561325,3.55026
item_3732,3.20086,0.36134,-4.82488
item_3733,0.217634,0.251702,-4.69144
item_3734,-3.63538,-5.50831,1.17504
item_3735,4.65053,-1.65779,5.67879
item_3736,-0.163771,2.02492,4.78009
item_3737,-4.59162,0.929956,-1.56345
item_3738,-0.445526,2.30658,3.03235
item_3739,0.777673,-2.26059,-5.49737
item_3740,0.162761,-1.38389,-5.21247
item_3741,-0.916446,-0.0706846,4.73235
item_3742,2.92354,2.93802,3.06402
item_3743,-0.861307,0.5903,4.1072
item_3744,3.26703,-1.11843,5.38942
item_3745,-0.727212,1.99924,3.35656
item_3746,1.52384,0.212188,-4.00678
item_3747,1.49345,-0.337487,-4.52946
item_3748,3.23936,-0.241569,-4.65487
item_3749,1.49464,2.94624,1.71259
item_3750,-5.62681,0.654303,-2.69548
item_3751,2.96627,0.24429,-3.39057
item_3752,2.98858,-0.421084,-4.88925
item_3753,-0.522889,-0.284838,3.2603
item_3754,0.216226,-1.12462,-5.43462
item_3755,-1.14999,1.0866,4.54561
item_3756,-4.70705,-4.82176,1.51772
item_3757,-0.0312502,1.4569,4.80518
item_3758,-5.51674,1.15502,-2.56237
item_3759,-7.25794,-3.24992,2.06509
item_3760,-0.89601,1.98927,3.20854
item_3761,1.1195,-1.60295,-4.94895
item_3762,0.202805,-1.0478,-4.93353
item_3763,3.82669,-1.82817,5.60519
item_3764,-4.47311,-4.99771,1.26875
item_3765,-4.79445,1.00502,-2.00901
item_3766,3.3902,3.29905,3.09196
item_3767,-1.15101,1.73396,2.62684
item_3768,-5.68748,0.472373,-2.78966
item_3769,-1.09331,-0.0457813,4.38362
item_3770,2.8738,0.28118,-4.67315
item_3771,1.46834,-1.2742,-4.3408
item_3772,-4.46077,-4.90448,0.969653
item_3773,-0.552984,-0.197951,4.2853
item_3774,1.03871,0.0358046,-4.47432
item_3775,-4.71474,1.6062,-1.58104
item_3776,-0.765347,2.10225,3.29038
item_3777,4.40125,-1.94626,5.45263
item_3778,4.61116,-1.22727,5.64353
item_3779,2.88801,-1.04259,5.41118
item_3780,-5.52552,1.04586,-2.12036
item_3781,2.52314,-1.16847,-4.21767
item_3782,1.15042,-0.0529473,-4.85423
item_3783,2.63905,-0.113453,-3.38057
item_3784,0.445302,-0.200042,-5.36136
item_3785,1.80809,-2.0866,-4.97037
item_3786,1.40408,-0.258694,-4.57223
item_3787,0.987144,-0.630375,-4.75502
item_3788,1.26168,0.34627,-4.03909
item_3789,2.7965,1.93361,-4.85188
item_3790,-5.49601,0.845563,-2.30949
item_3791,2.31084,-1.35221,-4.45303
item_3792,4.38431,-0.920833,5.07418
item_3793,-1.30864,1.54338,2.994
item_3794,-0.14249,2.08296,4.64586
item_3795,-5.20813,0.999463,-2.38245
item_3796,3.0472,-0.422003,-4.91152
item_3797,1.46268,-1.40688,-4.4875
item_3798,-3.92387,-5.08531,0.705964
item_3799,-2.34053,-5.96569,0.650639
item_3800,3.20774,3.05041,3.26971
item_3801,-6.72389,-2.79655,1.9035
item_3802,0.057998,-0.877774,2.1791
item_3803,-7.21546,-3.27039,2.29088
item_3804,0.0731858,-0.303825,2.4246
item_3805,3.42445,0.111027,-4.25077
item_3806,2.93428,1.58496,-4.65642
item_3807,3.65074,-1.79937,5.62663
item_3808,-0.783862,2.54842,3.00594
item_3809,-4.47519,1.08947,-1.43243
item_3810,4.29406,-1.68646,5.60512
item_3811,0.609792,-1.57461,-4.24638
item_3812,-4.4355,-4.46246,1.71455
item_3813,-0.255577,1.17806,5.01512
item_3814,1.72282,3.65504,2.111
item_3815,3.78094,-0.787028,5.27776
item_3816,-0.635096,0.530628,4.98615
item_3817,-1.58009,1.58491,3.13795
item_3818,0.55907,0.988006,-5.22876
item_3819,1.52167,-2.14574,-4.91402
item_3820,-0.313193,-0.0712511,4.29935
item_3821,-4.20508,1.35606,-1.58784
item_3822,-5.25861,1.09744,-2.26189
item_3823,-6.81855,-3.50116,2.44026
item_3824,3.51427,1.06542,-4.41833
item_3825,-0.429813,2.06854,4.24569
item_3826,-1.55476,1.94049,2.95897
item_3827,2.41818,3.48066,1.85759
item_3828,2.25964,1.61268,-4.07903
item_3829,1.30821,-1.17448,-4.33346
item_3830,4.39242,-1.23433,5.70644
item_3831,1.65172,3.19169,1.73693
item_3832,-3.88059,-5.35099,1.38358
item_3833,-0.410042,-0.203778,3.43946
item_3834,1.74646,3.69272,2.12028
item_3835,1.488,-0.119242,-4.25713
item_3836,-0.848791,0.996838,4.57251
item_3837,2.89042,2.87484,3.17953
item_3838,0.186839,1.04449,-5.00696
item_3839,1.21017,-0.990245,-4.32044
item_3840,-0.103906,0.00246741,4.02851
item_3841,2.86712,0.308876,-3.30235
item_3842,-5.21724,1.39788,-1.68656
item_3843,-0.620525,2.15669,3.19311
item_3844,3.25532,1.98743,-4.56971
item_3845,-1.2829,1.65816,4.81918
item_3846,-1.27293,2.20676,2.83381
item_3847,2.90667,0.0488184,-4.35213
item_3848,1.28916,0.485246,-4.10872
item_3849,3.48676,3.27615,2.80338
item_3850,3.03388,-1.10372,5.47541
item_3851,-7.43142,-3.52923,2.07475
item_3852,-3.22962,-5.77767,1.17589
item_3853,1.33375,0.268332,-4.05853
item_3854,2.77366,3.55664,2.79264
item_3855,3.07472,0.105681,-3.73047
item_3856,-0.558178,0.818046,5.07901
item_3857,-4.99258,0.737645,-2.15102
item_3858,0.0547856,0.210517,-5.09333
item_3859,-4.06681,1.92751,-0.746663
item_3860,0.0799698,0.0798554,3.77975
item_3861,-0.507758,-0.163929,4.30953
item_3862,-4.91922,1.51509,-1.50949
item_3863,0.233165,-1.06065,-4.92311
item_3864,2.94832,1.90122,-3.93862
item_3865,1.0337,-1.69264,1.53131
item_3866,-1.44831,2.2201,2.51555
item_3867,-1.29445,1.28066,2.98926
item_3868,1.43517,0.973432,-4.32994
item_3869,2.61631,-0.0441502,-3.34102
item_3870,-4.60238,1.12609,-1.54478
item_3871,-0.588623,-0.0616747,3.18457
item_3872,1.82909,3.38377,1.95295
item_3873,-0.969245,1.26376,3.31936
item_3874,-4.93811,1.35893,-1.36724
item_3875,1.48146,-1.48542,-4.59395
item_3876,-4.64782,1.94749,-0.837697
item_3877,3.52466,-1.81234,5.62159
item_3878,0.0713813,0.96889,-5.37702
item_3879,-5.08228,-4.36384,1.09467
item_3880,-0.58954,2.65913,2.7724
item_3881,2.90677,3.15318,1.7392
item_3882,4.25686,-0.988173,5.59228
item_3883,4.53845,-0.520122,5.46575
item_3884,-1.17751,2.2913,2.86738
item_3885,3.19678,-0.938844,5.79903
item_3886,-3.53711,-5.53486,1.01496
item_3887,1.66015,3.59998,2.11118
item_3888,3.30062,2.19425,-4.58862
item_3889,4.67973,-1.25989,5.74718
item_3890,-3.97594,-5.0458,0.784286
item_3891,2.19527,2.94753,1.91432
item_3892,-1.14182,2.41882,2.83507
item_3893,-0.9387,2.19924,2.7374
item_3894,-0.82268,0.872364,4.89566
item_3895,3.36597,-0.350459,-4.26799
item_3896,2.71196,2.47802,-4.22712
item_3897,3.94999,-1.84925,5.54561
item_3898,-3.18463,-5.81798,1.08339
item_3899,-5.39963,-4.20988,2.08914
item_3900,3.08837,1.66288,-4.45093
item_3901,-7.41584,-3.58369,1.9391
item_3902,-2.94071,-5.94467,0.932463
item_3903,1.90191,3.41928,1.82634
item_3904,0.151799,0.916178,-5.3076
item_3905,1.29522,-2.60603,-5.14084
item_3906,0.105702,1.09311,-5.3008
item_3907,4.58137,-1.86783,5.32931
item_3908,3.52233,-0.294655,5.07972
item_3909,-5.65783,0.376313,-2.74857
item_3910,3.09344,2.09854,-4.16307
item_3911,-3.78492,1.81669,-0.482469
item_3912,0.0260348,1.16876,-4.99862
item_3913,1.37833,0.929212,-4.07038
item_3914,1.39723,1.20972,-4.50256
item_3915,2.81709,-0.493278,-3.9211
item_3916,3.22747,2.33949,-4.47294
item_3917,3.09804,2.40705,-4.42899
item_3918,1.76924,3.59857,2.24977
item_3919,-1.54763,0.598532,4.29672
item_3920,-4.41163,1.32461,-1.19477
item_3921,-1.03736,0.743767,4.6195
item_3922,-0.109796,-0.0362612,3.25695
item_3923,-0.570502,-0.164168,4.03207
item_3924,-0.279113,1.38391,4.4915
item_3925,2.27659,3.06713,2.22832
item_3926,1.33861,1.1414,-4.41661
item_3927,-6.23241,-3.45103,1.64702
item_3928,1.32704,0.109923,-4.48359
item_3929,-1.05922,1.51026,2.64466
item_3930,4.53503,-1.58764,5.27674
item_3931,2.93283,2.86462,3.12336
item_3932,-1.52242,2.01431,2.65931
item_3933,-4.84035,1.14363,-1.22716
item_3934,2.54015,1.95617,-3.5877
item_3935,2.33961,3.00499,1.93155
item_3936,2.27827,0.402715,-4.67837
item_3937,-5.69757,0.470781,-2.81601
item_3938,3.47174,-0.777374,5.63567
item_3939,-0.791403,-0.0528581,4.80389
item_3940,-5.42153,0.962291,-2.07135
item_3941,2.85506,0.284346,-3.51343
item_3942,3.54712,3.70134,2.67166
item_3943,2.69112,0.146877,-3.35395
item_3944,4.65005,-1.17413,5.30629
item_3945,0.792889,-1.25447,1.69262
item_3946,-0.0024139,1.25555,-4.93987
item_3947,0.943535,0.194665,-4.61968
item_3948,-5.21265,1.14578,-1.55354
item_3949,2.75492,2.39934,-4.13908
item_3950,0.0280441,1.95757,4.89193
item_3951,-5.40281,1.02536,-1.92254
item_3952,3.35398,1.97615,-4.78187
item_3953,-3.86212,2.06502,-0.433573
item_3954,3.00982,-1.12825,5.48525
item_3955,-7.13085,-3.42243,1.7796
item_3956,-3.8243,-5.25088,1.0035
item_3957,-3.45322,-5.23472,1.26231
item_3958,0.214574,0.504856,-4.9142
item_3959,-1.16572,1.29717,2.98996
item_3960,-0.901985,2.29923,2.89014
item_3961,1.32638,0.657084,4.31731
item_3962,-0.83184,2.49996,2.23776
item_3963,-7.16983,-3.71433,1.83428
item_3964,-4.36542,-4.90736,0.882428
item_3965,3.12253,-1.04185,5.66613
item_3966,2.13183,3.33521,2.56856
item_3967,-5.13764,-4.3172,1.08528
item_3968,1.33549,1.14626,-4.89135
item_3969,-0.95636,1.67496,2.46791
item_3970,-0.336756,0.673399,4.96159
item_3971,1.48967,1.64874,-5.00377
item_3972,-3.84007,-5.44842,1.33851
item_3973,-0.633521,0.00461272,3.08761
item_3974,0.0992412,0.832006,-5.02745
item_3975,0.411609,-0.755571,2.00052
item_3976,-0.549942,2.78552,2.52822
item_3977,-1.26988,1.85792,2.68714
item_3978,2.0774,1.63114,-4.07216
item_3979,0.521419,-1.26749,-4.16715
item_3980,-1.07533,2.62324,2.65552
item_3981,3.52544,3.48732,2.79076
item_3982,1.70649,3.60831,2.08026
item_3983,1.41096,0.340534,-3.96928
item_3984,-1.47962,2.00798,2.69851
item_3985,0.6033,0.505044,-4.83613
item_3986,-5.17235,1.42485,-1.68967
item_3987,-0.960139,1.15931,3.24063
item_3988,1.3151,1.86012,-4.89548
item_3989,3.39061,-1.38534,5.74605
item_3990,1.65723,3.59184,2.15363
item_3991,0.595178,-2.22534,-4.99209
item_3992,1.74053,1.55933,-4.62171
item_3993,2.75451,-0.690465,-4.81696
item_3994,-5.22312,1.43372,-1.73868
item_3995,-4.41029,1.14906,-1.75263
item_3996,-0.485723,1.35239,5.09238
item_3997,-6.50484,-3.37543,1.56545
item_3998,-0.933257,0.840975,4.83979
item_3999,0.372609,-1.50169,-4.80519
item_4000,-5.42236,1.11718,-1.97885
item_4001,3.07235,2.36425,-4.32817
item_4002,-0.829391,0.6421,4.9473
item_4003,3.68149,-0.993751,5.42717
item_4004,-4.76434,-4.89367,1.78032
item_4005,-0.946522,-0.114283,4.30418
item_4006,1.99185,3.71811,2.02786
item_4007,-1.23489,1.88605,2.44507
item_4008,-0.108067,-0.0171578,3.99412
item_4009,3.23843,-1.09082,5.7297
item_4010,3.532,-0.72111,5.63287
item_4011,-6.57092,-3.49266,2.11459
item_4012,-0.989196,0.593792,4.89183
item_4013,-6.88247,-3.38827,2.41024
item_4014,-3.08775,-5.71124,0.966613
item_4015,-7.08811,-3.08072,2.2412
item_4016,-0.300352,-0.128735,3.40466
item_4017,1.83479,3.20768,1.96592
item_4018,-0.277745,-0.0291742,4.38036
item_4019,-4.66024,1.29756,-1.28343
item_4020,1.40498,1.10054,-5.07128
item_4021,2.72376,-1.07376,-4.23396
item_4022,-1.35165,2.19567,3.01564
item_4023,-1.04656,0.862383,4.97075
item_4024,4.26709,-1.28076,5.6772
item_4025,2.58023,1.58224,-4.05982
item_4026,1.22206,1.13139,-4.44337
item_4027,0.604722,-1.74285,-4.3095
item_4028,3.10849,-0.178433,5.21348
item_4029,-1.30945,1.79685,3.15326
item_4030,-3.02143,-5.39838,0.635087
item_4031,-5.55134,0.711241,-2.51854
item_4032,3.16949,3.46257,2.16847
item_4033,0.528428,-1.39444,-4.90404
item_4034,-0.156174,1.15475,4.91536
item_4035,3.0088,1.76211,-4.6461
item_4036,0.0771016,0.639649,-5.69832
item_4037,-1.31629,2.17761,2.58012
item_4038,-0.0231547,-0.446588,2.53379
item_4039,0.279441,-1.64207,-5.38663
item_4040,-4.23651,1.63993,-1.48647
item_4041,-0.755759,2.15571,3.26051
item_4042,3.02862,-0.234506,-4.79345
item_4043,2.80801,2.45681,-4.46704
item_4044,-0.677232,2.73638,2.36924
item_4045,3.45113,-1.07774,5.67293
item_4046,1.3989,0.912417,-4.48687
item_4047,1.70705,-2.27094,-4.95257
item_4048,3.19652,-0.129752,5.36535
item_4049,-0.324383,-0.313715,3.22369
item_4050,-2.54466,-5.97889,0.765021
item_4051,1.19493,-2.19153,-4.80867
item_4052,3.12612,3.11133,3.29429
item_4053,-1.25973,0.253021,3.88872
item_4054,-0.205997,1.16335,4.98076
item_4055,-4.99325,0.630681,-2.0328
item_4056,0.0541995,0.727426,-5.66142
item_4057,0.513301,-1.51858,-4.85311
item_4058,0.485458,-1.18431,2.10993
item_4059,-0.562459,1.0894,2.81746
item_4060,-4.13857,2.24788,-0.805952
item_4061,0.53506,-1.66252,-4.30405
item_4062,2.96423,-0.485898,-4.89437
item_4063,-1.33844,-0.0621586,3.55267
item_4064,-1.01414,2.65178,2.28792
item_4065,-7.19306,-3.48745,1.90203
item_4066,1.42604,1.11161,-4.96571
item_4067,-1.38831,0.568648,3.33923
